galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_sersic_index,galaxies_lens_dark_mass_at_200,galaxies_source_bulge_intensity,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_effective_radius,galaxies_lens_bulge_mass_to_light_ratio,galaxies_lens_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weights
-0.04450059173215031,0.14110300453300187,0.36958852340485565,5.34063019847628,199210235299469.4,0.19031274618415106,0.010712035053348112,-0.32820380687538636,-0.009669681872812141,0.3254924952969009,2.851603322538856,-1e+300,4.624893430864628,-1e+300,0.0
0.018705797732223667,-0.08356902316184014,0.50376555754369,4.681731615583073,165442605455406.7,0.07258408976152264,0.03038589079645058,-0.32498207730816364,-0.027600420531411873,0.14882324008650466,2.902420753002728,-2.217135883859e+139,8.63722525186815,-2.217135883859e+139,0.0
-0.035869075911481224,0.037452827516475586,-0.002999423356439379,5.4554233639086,243437294140766.47,0.042142472260560615,0.0038125938233496966,-0.43126408213972856,0.16853558388268675,8.551061617057016,2.9492694878240777,-1e+99,4.655056570360986,-1e+99,0.0
0.02820957025521162,-0.25500285170950154,0.26205521783269525,6.118110581552292,203618169431185.56,0.04189094782913348,-0.009935457271652098,-0.4019964824439392,1.08270462926926,2.116024177628974,2.644822099454041,-1e+99,5.005739022680531,-1e+99,0.0
-0.31833381208982175,0.32366749879156453,0.2712497869776957,6.131255484644392,220794478979199.34,0.13027809299688858,0.02566081506339375,-0.3783966126649576,1.4850129709741695,9.822296123426293,2.9809977626135407,-1e+99,2.526521884003126,-1e+99,0.0
-0.3881283716939943,0.1203976502304739,0.29832721426584985,4.469717989601936,132559062730243.33,0.21973332360961723,0.07734470578530644,-0.3975103792849088,-1.2120917874905408,8.31415104678978,2.905126346796241,-1e+99,7.2282409564329715,-1e+99,0.0
-0.13843040443628177,-0.04352038992531712,0.540461228756257,6.814586062680959,31852004988649.344,0.03867668128657353,0.0014669355123940941,-0.37511352557708916,0.3891279340754211,1.3900249168559957e-05,2.8426063497887215,-1e+99,71945.5129361675,-1e+99,0.0
-0.04859806570455931,0.17492617312297454,0.569218499964107,2.735277170616867,167478158278525.38,0.1500927207447788,-0.09611858413769969,-0.2885544012196447,0.855465497458525,0.00029633450409405836,2.8661474479319997,-1e+99,3379.0184718539776,-1e+99,0.0
0.20891284827827378,0.19123448177573912,0.32460124002831964,6.401223797170945,326572243625891.0,0.0650251423497215,0.04503784018131145,-0.346199690215174,-0.030117789724695254,2476.0939424128774,2.9819654692775712,-1e+99,3.7491856476285927,-1e+99,0.0
-0.21726063220250236,0.08811332263264864,0.782534002811947,5.034695771917287,159108485889607.12,0.12099424365819918,-0.006523460592492545,-0.3517221230800396,1.4810763712331956,0.05925187518782001,2.8910150625112134,-1e+99,19.965570648934648,-1e+99,0.0
-0.18598289817306787,0.32302588981792413,0.5604316410496889,6.106052545299559,122788761599568.38,0.10618492951552402,0.019143951631101035,-0.3565148796742928,1.7679090105399486,40702.26760727023,3.018048351986543,-1e+99,2.6837444871616736,-1e+99,0.0
